"barcode","SampleType","RawCount","logCPM","CD8_Tscore","Tcell_score","Leukocyte_score"
"TCGA-CR-7394","Primary Tumor",21334,9.27162424599087,2006,1524.66666666667,6564
"TCGA-CR-7395","Primary Tumor",17357,9.17636206244651,586,746.666666666667,3089
"TCGA-CR-7397","Primary Tumor",19539,8.82202595903621,173.5,414,2271
"TCGA-CR-7398","Primary Tumor",23374,8.36221076475137,105,188.666666666667,1913
"TCGA-CR-7399","Primary Tumor",21487,8.09806556701857,2648.5,2301.66666666667,8648
"TCGA-CR-7401","Primary Tumor",20985,8.86950005579142,104.5,317.666666666667,1311
"TCGA-CR-7402","Primary Tumor",44860,8.94224532636597,345.5,677.333333333333,3132
"TCGA-CR-7404","Primary Tumor",22355,7.97261982219008,946,1647.66666666667,6516
"TCGA-CV-5430","Primary Tumor",10796,7.80075437129657,351,494,2804
"TCGA-CV-5431","Primary Tumor",20926,8.7327126156243,909.5,1148,4050
"TCGA-CV-5432","Primary Tumor",18467,8.98176549562768,121.5,150.666666666667,380
"TCGA-CV-5434","Primary Tumor",13725,7.58674398303492,175,465.666666666667,4488
"TCGA-CV-5435","Primary Tumor",46059,9.86211901996955,32.5,59,382
"TCGA-CV-5436","Primary Tumor",21432,8.80863684960156,170.5,212.666666666667,616
"TCGA-CV-5439","Primary Tumor",44065,9.78232335370158,431,394,1295
"TCGA-CV-5440","Primary Tumor",16310,8.48499331263088,40.5,66,291
"TCGA-CV-5441","Primary Tumor",50057,9.9235958793495,176.5,252,633
"TCGA-CV-5442","Primary Tumor",28231,9.32866071009035,38.5,62.3333333333333,268
"TCGA-CV-5443","Primary Tumor",19746,8.74478948457477,767,942.666666666667,3007
"TCGA-CV-5444","Primary Tumor",10336,7.68211021462795,216.5,565.333333333333,3292
"TCGA-CV-5966","Primary Tumor",52756,9.83941451685429,302,488.333333333333,1175
"TCGA-CV-5970","Primary Tumor",32311,9.38610731791432,115,216.333333333333,1235
"TCGA-CV-5971","Primary Tumor",11410,7.43044563120863,581,1250.33333333333,3608
"TCGA-CV-5973","Primary Tumor",36056,9.94851430534992,6,112.666666666667,97
"TCGA-CV-5976","Primary Tumor",47950,9.55153646218924,48.5,153.333333333333,638
"TCGA-CV-5977","Primary Tumor",37288,9.7394828828219,27,83,259
"TCGA-CV-5978","Primary Tumor",14078,8.34540990830205,65,213.666666666667,3237
"TCGA-CV-5979","Primary Tumor",43443,9.84537829802795,35,87,427
"TCGA-CV-6003","Primary Tumor",53044,9.88125553410664,63,87.3333333333333,242
"TCGA-CV-6433","Primary Tumor",40058,9.38310170979203,4610.5,2406,4825
"TCGA-CV-6436","Primary Tumor",24655,9.26687197655873,1304.5,995,844
"TCGA-CV-6441","Primary Tumor",13547,8.0066104404487,42.5,62.6666666666667,230
"TCGA-CV-6933","Primary Tumor",27794,8.48142983575714,96,254.666666666667,3103
"TCGA-CV-6933","Primary Tumor",27794,8.48142983575714,462.5,220.333333333333,875
"TCGA-CV-6933","Solid Tissue Normal",8761,7.76905300358155,96,254.666666666667,3103
"TCGA-CV-6933","Solid Tissue Normal",8761,7.76905300358155,462.5,220.333333333333,875
"TCGA-CV-6934","Solid Tissue Normal",75066,10.205549082957,576.5,362.333333333333,958
"TCGA-CV-6934","Solid Tissue Normal",75066,10.205549082957,1773,1320,7356
"TCGA-CV-6934","Primary Tumor",22370,8.02274163430497,576.5,362.333333333333,958
"TCGA-CV-6934","Primary Tumor",22370,8.02274163430497,1773,1320,7356
"TCGA-CV-6935","Primary Tumor",36160,9.33599946635407,91.5,151.333333333333,848
"TCGA-CV-6935","Primary Tumor",36160,9.33599946635407,135.5,292.666666666667,1258
"TCGA-CV-6935","Solid Tissue Normal",47103,9.96833070887187,91.5,151.333333333333,848
"TCGA-CV-6935","Solid Tissue Normal",47103,9.96833070887187,135.5,292.666666666667,1258
"TCGA-CV-6936","Primary Tumor",43909,9.12071962221732,937.5,662.333333333333,1728
"TCGA-CV-6936","Primary Tumor",43909,9.12071962221732,583,494.666666666667,2247
"TCGA-CV-6936","Solid Tissue Normal",64519,10.3028994592285,937.5,662.333333333333,1728
"TCGA-CV-6936","Solid Tissue Normal",64519,10.3028994592285,583,494.666666666667,2247
"TCGA-CV-6937","Primary Tumor",20588,8.94323531437371,38.5,106,307
"TCGA-CV-6938","Solid Tissue Normal",28157,8.86972073622885,85.5,194,1660
"TCGA-CV-6938","Solid Tissue Normal",28157,8.86972073622885,718.5,534.333333333333,2105
"TCGA-CV-6938","Primary Tumor",19903,9.36764265580901,85.5,194,1660
"TCGA-CV-6938","Primary Tumor",19903,9.36764265580901,718.5,534.333333333333,2105
"TCGA-CV-6939","Primary Tumor",43558,9.15894132253547,864.5,870,5633
"TCGA-CV-6939","Primary Tumor",43558,9.15894132253547,35,47.3333333333333,365
"TCGA-CV-6939","Solid Tissue Normal",3184,6.56729055092035,864.5,870,5633
"TCGA-CV-6939","Solid Tissue Normal",3184,6.56729055092035,35,47.3333333333333,365
"TCGA-CV-6940","Primary Tumor",24615,8.90459259025313,58.5,218.666666666667,831
"TCGA-CV-6941","Primary Tumor",33186,8.95998351812419,146.5,285.333333333333,1655
"TCGA-CV-6942","Primary Tumor",25260,9.1455287525467,755,755.333333333333,3461
"TCGA-CV-6943","Solid Tissue Normal",57792,10.3133635701282,423,400.333333333333,1655
"TCGA-CV-6943","Solid Tissue Normal",57792,10.3133635701282,4838,3452.33333333333,10300
"TCGA-CV-6943","Primary Tumor",40466,9.21284388260947,423,400.333333333333,1655
"TCGA-CV-6943","Primary Tumor",40466,9.21284388260947,4838,3452.33333333333,10300
"TCGA-CV-6945","Primary Tumor",42754,9.55227906802941,54.5,88.6666666666667,159
"TCGA-CV-6948","Primary Tumor",28281,8.18422339401126,303,524,2271
"TCGA-CV-6950","Primary Tumor",69888,9.84312387697617,291.5,312,1369
"TCGA-CV-6951","Primary Tumor",38068,9.5293994512889,60,129,369
"TCGA-CV-6952","Primary Tumor",46493,9.9054368537327,312,395,1511
"TCGA-CV-6953","Primary Tumor",23217,9.27086729371434,219.5,256,1237
"TCGA-CV-6954","Primary Tumor",44421,9.32084125623783,239,415.666666666667,1631
"TCGA-CV-6955","Primary Tumor",22939,9.31842549433694,383.5,467.333333333333,1843
"TCGA-CV-6955","Primary Tumor",22939,9.31842549433694,809,1046,3876
"TCGA-CV-6955","Solid Tissue Normal",35658,9.22797423893653,383.5,467.333333333333,1843
"TCGA-CV-6955","Solid Tissue Normal",35658,9.22797423893653,809,1046,3876
"TCGA-CV-6956","Primary Tumor",48284,9.99067171026286,3,9.66666666666667,33
"TCGA-CV-6956","Primary Tumor",48284,9.99067171026286,106,426,643
"TCGA-CV-6956","Solid Tissue Normal",47648,10.3346571799101,3,9.66666666666667,33
"TCGA-CV-6956","Solid Tissue Normal",47648,10.3346571799101,106,426,643
"TCGA-CV-6959","Primary Tumor",71143,10.000241124052,314.5,353.333333333333,3255
"TCGA-CV-6959","Primary Tumor",71143,10.000241124052,738.5,860,3254
"TCGA-CV-6959","Solid Tissue Normal",35144,9.1214231291696,314.5,353.333333333333,3255
"TCGA-CV-6959","Solid Tissue Normal",35144,9.1214231291696,738.5,860,3254
"TCGA-CV-6960","Primary Tumor",36234,9.15926765747312,10,69.3333333333333,314
"TCGA-CV-6960","Primary Tumor",36234,9.15926765747312,42,71.6666666666667,739
"TCGA-CV-6960","Solid Tissue Normal",37012,9.91179981199993,10,69.3333333333333,314
"TCGA-CV-6960","Solid Tissue Normal",37012,9.91179981199993,42,71.6666666666667,739
"TCGA-CV-6961","Solid Tissue Normal",35036,9.99491572485724,91.5,96.3333333333333,464
"TCGA-CV-6961","Solid Tissue Normal",35036,9.99491572485724,341,271,1661
"TCGA-CV-6961","Primary Tumor",78999,9.92036548986302,91.5,96.3333333333333,464
"TCGA-CV-6961","Primary Tumor",78999,9.92036548986302,341,271,1661
"TCGA-CV-6962","Solid Tissue Normal",49310,9.78927250398293,224,232.333333333333,824
"TCGA-CV-6962","Solid Tissue Normal",49310,9.78927250398293,45.5,37.6666666666667,210
"TCGA-CV-6962","Primary Tumor",20741,8.47009166699694,224,232.333333333333,824
"TCGA-CV-6962","Primary Tumor",20741,8.47009166699694,45.5,37.6666666666667,210
"TCGA-CV-7089","Primary Tumor",50048,9.90826488767333,247,364.666666666667,1192
"TCGA-CV-7090","Primary Tumor",17988,8.64498910361565,281.5,484.666666666667,2510
"TCGA-CV-7091","Primary Tumor",24708,8.63348954469032,375,590,1495
"TCGA-CV-7091","Primary Tumor",24708,8.63348954469032,102.5,61.3333333333333,430
"TCGA-CV-7091","Solid Tissue Normal",2399,6.29131923839987,375,590,1495
"TCGA-CV-7091","Solid Tissue Normal",2399,6.29131923839987,102.5,61.3333333333333,430
"TCGA-CV-7095","Primary Tumor",17665,8.83177565849118,82,127,530
